"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Singed",92.11,53.41,1.98,0.36,293903
"Darius",96.88,50.27,10.51,48.59,1556454
"Maokai",64.4,51.94,3.69,1.66,547190
"Shen",80.38,51.41,5.18,0.84,767007
"Jax",56.61,50.16,6.83,9.89,1011626
"Kled",87.98,51.79,2.09,1.51,309696
"Garen",91.44,51.86,12.74,12.31,1888084
"Zilean",2,52.59,0.07,0.86,9668
"Graves",2.28,50.15,0.21,12.63,31512
"Kayn",5.76,50.29,0.93,16.25,137649
"Shyvana",8.57,52.05,0.43,1.99,64234
"Urgot",95.85,53.33,5.9,4.99,873817
"Quinn",81.41,51.75,2.3,2.12,340119
"Mordekaiser",85.66,50.19,9.47,15.28,1402746
"Camille",81.73,49.66,2.69,0.54,399084
"Ornn",89.68,50.44,5.12,2.26,758634
"Vayne",14.74,49.76,2.47,15.13,365484
"Olaf",18.07,49.85,1.12,6.15,166228
"Soraka",2.65,50.76,0.2,2.28,29282
"Yorick",97.04,52.54,2.83,1.57,419530
"Malphite",49.66,51.65,5.45,4.2,808020
"Nocturne",7.12,53.14,0.37,2.9,55420
"Teemo",81.86,51.54,6.53,11.36,967580
"Illaoi",96.33,51.11,3.98,10.45,590020
"Hecarim",12.25,50.15,0.66,1.43,97135
"Skarner",16.4,51.21,0.1,0.06,14392
"Tryndamere",86.02,49.99,5.32,6.04,788257
"Shaco",3.21,49.55,0.19,8.32,28828
"Sion",82.27,51.72,1.9,0.15,280888
"Yasuo",12.91,49.44,2.53,49.59,374365
"Karma",5.78,49.4,0.32,0.43,47489
"Nasus",92.96,52.23,7.47,9.55,1107152
"Heimerdinger",32.65,50.15,0.77,1.19,114320
"Annie",2.71,51.37,0.13,1.33,18525
"Karthus",2.86,46.25,0.04,0.53,6594
"Riven",88.57,48.83,3.25,0.66,481934
"Diana",2.22,49.09,0.2,15.53,29758
"Aurelion Sol",2.27,48.71,0.02,0.14,2556
"Aatrox",88.75,48.37,5.59,4.64,828184
"Dr. Mundo",64.55,51.44,2.53,1.53,374516
"Malzahar",4.93,50.53,0.2,5.16,29441
"Kassadin",3.63,48.74,0.21,13.14,31218
"Rammus",3.82,50.6,0.15,5.33,21582
"Zed",2.07,48.8,0.21,27.74,31099
"Neeko",7.97,50.32,0.28,0.69,41386
"Corki",2.87,48.02,0.06,0.29,9307
"Gragas",8.24,47.42,0.2,0.19,29795
"Poppy",63.63,49.38,2.45,0.52,362689
"Sylas",17.04,47.38,1.85,12.54,274479
"Kayle",84.08,50.34,2.66,0.51,393571
"Irelia",55.07,46.59,5.34,6.91,790673
"Tahm Kench",43.14,49.71,0.62,0.28,92388
"Renekton",89.49,48.67,8.28,8.8,1227114
"Galio",3.39,48.92,0.2,2.16,29512
"Qiyana",2.27,44.56,0.05,0.6,6814
"Kalista",7.95,46.75,0.3,1.22,44469
"Vladimir",33.8,47.58,2.64,8,391742
"Pantheon",17.7,46.54,0.89,3.77,132347
"Jayce",70.86,47.84,1.87,0.49,277056
"Lucian",6.65,46.84,1.02,3.64,150771
"Master Yi",3.85,48.22,0.43,32.46,64149
"Lissandra",6.5,49.13,0.15,0.52,22007
"Nidalee",2.51,43.45,0.08,0.78,12241
"Trundle",12.72,49.82,0.82,1.86,121620
"Veigar",2.5,49.56,0.18,3.06,26674
"Anivia",3.13,48.8,0.06,0.38,8258
"Gangplank",89.34,47.16,2.84,0.88,420451
"Rumble",33.93,48.88,0.75,0.35,111109
"Gnar",97.12,49.15,2.89,0.84,428331
"Azir",2.29,45.72,0.04,0.29,5952
"Swain",6.46,49.59,0.32,2.14,46706
"Cho'Gath",61.97,48.76,2.09,0.84,309640
"Warwick",3.74,49.1,0.33,6.02,49258
"Kennen",74.71,48.41,1.16,0.29,172506
"Akali",27.17,45.34,1.91,5.1,283212
"Viktor",6.11,48.61,0.13,0.21,19160
"Ryze",23.11,46.91,0.85,0.46,126200
"Tristana",2.1,46.49,0.18,2.17,26728
"Xin Zhao",5.66,46.79,0.21,0.51,31342
"Udyr",8.25,45.26,0.19,0.55,27558
"Volibear",43.65,43.56,6.29,15.31,931338
