"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Ekko",1.51,47.05,0.24,17.31,37376
"Vi",1.46,43.91,0.06,0.6,9431
"Nami",0.1,34.17,0.01,0.39,881
"Yuumi",0.18,28.21,0.02,42.32,3704
"Thresh",0.21,34.5,0.03,7.27,5139
"Rek'Sai",0.92,46.82,0.02,1.73,3635
"Ivern",1.15,40.71,0.01,0.24,2056
"Bard",0.46,39.81,0.02,1.05,3228
"Rakan",0.18,37.95,0.01,0.3,967
"Xayah",0.17,37.69,0.01,0.74,1316
"Aphelios",0.32,40.83,0.03,15.6,5329
"Pyke",1.01,47.17,0.1,15.78,15390
"Wukong",52.21,51.8,4.34,6.24,664588
"Fiora",96.67,50.51,6.37,8.24,976425
"Rengar",27.64,51.15,1,1.97,153830
"Kled",87.36,51.18,1.98,1.55,304223
"Darius",96.74,50.17,11.18,51.39,1714049
"Zac",7.11,51.73,0.52,7.12,80425
"Jax",56.93,50.04,6.92,9.89,1060442
"Cassiopeia",11.83,51.07,0.62,4.68,94456
"Fiddlesticks",13.52,50.99,1.06,10.33,162315
"Singed",92.06,52.94,2.21,0.42,338966
"Shen",79.81,51.01,5.02,0.9,768790
"Graves",2.12,49.95,0.2,11.67,30371
"Urgot",95.54,53.07,5.79,5.23,887370
"Garen",91.5,52.02,13.5,12.5,2069711
"Kayn",3,50.03,0.47,15.41,72094
"Maokai",63,51.64,3.19,1.11,489012
"Quinn",81.13,51.63,2.2,2.29,337725
"Nocturne",7.41,53.22,0.4,2.91,61189
"Shyvana",8.53,51.47,0.44,2.08,67178
"Volibear",45.23,51,6.33,12.13,970077
"Ornn",89.37,50.07,4.94,2.14,757160
"Sett",57.64,49.88,7.89,13.15,1209133
"Nasus",92.61,51.83,7,8.48,1072852
"Vayne",15.83,49.46,2.55,14.87,390313
"Malphite",49.08,51.44,5.32,4.2,815708
"Annie",2.83,51.17,0.12,1.38,18598
"Kassadin",3.71,48.5,0.21,12.64,31922
"Neeko",8.18,50.83,0.27,0.68,41972
"Camille",82.54,49.28,2.99,0.58,458045
"Yorick",96.82,52.15,2.63,1.51,403474
"Kayle",84.86,50.34,2.68,0.48,410816
"Hecarim",10.69,49.87,0.62,1.86,95236
"Olaf",17.96,48.86,1.1,6.15,169313
"Soraka",2.08,49.64,0.15,2.12,23443
"Shaco",3.25,49.23,0.2,7.94,30120
"Jayce",70.72,47.64,1.82,0.49,278889
"Aurelion Sol",2.39,50.26,0.02,0.15,3126
"Heimerdinger",32.37,50.33,0.81,1.21,123490
"Talon",2.12,46.92,0.11,4.51,16231
"Teemo",81.62,51.45,6.44,11.1,986970
"Illaoi",96.23,50.74,3.93,10.01,602429
"Tryndamere",85.41,49.84,5.06,5.69,776178
"Sion",81.71,51.11,1.75,0.15,268974
"Skarner",15.19,50.5,0.1,0.07,15081
"Diana",2.47,48.94,0.21,14.05,32100
"Karma",6.09,48.52,0.39,0.59,59847
"Yasuo",13.55,48.57,2.6,47.5,398013
"Galio",3.36,48.87,0.21,2.52,32483
"Kennen",76.1,48.19,1.19,0.31,182863
"Poppy",64.88,49.18,2.45,0.76,375844
"Rammus",4.49,50.63,0.18,5.57,28162
"Corki",2.93,47.84,0.06,0.3,9178
"Dr. Mundo",66.84,50.9,2.52,1.45,386796
"Zed",2.25,48.14,0.26,27.89,39095
"Karthus",2.93,44.45,0.05,0.45,7041
"Irelia",55.52,46.26,5.46,6.87,836979
"Renekton",89.15,48.4,7.99,8.39,1225031
"Malzahar",5.61,50.66,0.21,4.87,31939
"Mordekaiser",86.4,49.96,9.57,14.1,1466441
"Sylas",16.48,47.23,1.76,11.91,269940
"Vladimir",34.4,47.83,2.66,7.94,407313
"Kalista",6.46,47.3,0.26,1.26,39733
"Trundle",12.42,48.58,0.67,1.58,102754
"Warwick",5.93,49.46,0.53,5.65,80568
"Veigar",2.74,49.7,0.19,2.79,28371
"Master Yi",3.71,48.04,0.43,31.89,65738
"Nidalee",2.37,42.64,0.08,0.79,12693
"Akali",27.19,46.48,2.45,7.07,375464
"Sejuani",2.07,48.56,0.05,0.26,7034
"Lissandra",6.74,48.54,0.15,0.51,22361
"Aatrox",88.98,48.03,5.56,4.37,852118
"Riven",88.46,48.03,3.27,0.6,500899
"Kog'Maw",2.09,48.81,0.04,0.24,5677
"Azir",2.36,46.21,0.05,0.31,7117
"Qiyana",2.43,44.25,0.05,0.57,7451
"Lucian",6.34,46.54,0.82,3.07,126303
"Viktor",7.6,49.21,0.24,0.38,36711
"Anivia",3.49,48.3,0.06,0.37,9174
"Gragas",10.83,46.95,0.28,0.21,42999
"Rumble",36.49,48.56,0.76,0.34,117177
"Gangplank",89.72,46.96,2.45,0.82,375601
"Swain",6.44,49.3,0.3,1.9,45742
"Tahm Kench",43.43,49.16,0.65,0.27,99932
"Cho'Gath",62.35,48.6,1.94,0.78,297862
"Tristana",2.19,46.88,0.18,2,26862
"Pantheon",16.62,46.27,0.85,3.8,130687
"Gnar",96.99,48.83,2.84,0.81,434662
"Ryze",23.53,46.49,0.82,0.45,125087
"Xin Zhao",6.21,45.94,0.22,0.48,33649
"Udyr",8.38,45.39,0.18,0.52,27916
