"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Twisted Fate",1.87,45.9,0.09,0.49,16631
"LeBlanc",0.87,45.95,0.06,12.2,10348
"Fiddlesticks",1.29,48.83,0.07,3.91,12127
"Alistar",0.83,44.06,0.03,0.58,5849
"Sivir",0.26,35.2,0.01,0.48,1949
"Tristana",1.86,45.51,0.16,2.15,28573
"Nunu",1.05,29.76,0.04,0.47,6478
"Miss Fortune",0.18,38.55,0.03,7.57,5627
"Ashe",0.91,42.96,0.13,2.78,23501
"Morgana",0.62,48.87,0.08,35.86,14664
"Evelynn",0.06,34.29,0,5.78,525
"Twitch",0.74,46.7,0.03,0.79,5538
"Amumu",1.14,49.99,0.07,1.34,12724
"Sona",0.44,44.37,0.02,0.25,2986
"Janna",0.5,44.99,0.02,0.31,4279
"Taric",1.49,43.38,0.04,0.52,7142
"Caitlyn",0.56,43.25,0.11,16.12,18661
"Blitzcrank",0.17,32.96,0.02,32.31,3310
"Katarina",1.13,48.7,0.08,8.74,13947
"Jarvan IV",1.6,46.24,0.1,0.94,16924
"Elise",0.24,43,0.01,8.25,2121
"Orianna",0.88,49.96,0.04,0.6,6909
"Brand",0.8,46.29,0.05,7.82,9548
"Lee Sin",0.45,42.12,0.07,17.95,12777
"Ezreal",0.5,42.04,0.13,7.43,23586
"Leona",0.43,42.57,0.05,25.21,9096
"Kog'Maw",1.6,47.22,0.03,0.17,4513
"Lux",0.37,45.43,0.06,4.46,10219
"Xerath",0.46,46.9,0.03,2.14,4682
"Ahri",0.94,50.14,0.07,2.65,12314
"Fizz",1.57,48.37,0.13,20.38,22821
"Varus",0.27,42.66,0.03,14.64,5155
"Nautilus",1.4,47.76,0.17,24.64,29911
"Sejuani",1.67,47.3,0.05,0.34,8066
"Ziggs",1.51,47.47,0.04,0.23,7297
"Lulu",1.49,47.63,0.14,3.71,23868
"Draven",1.49,48.14,0.07,7.23,12092
"Kha'Zix",1.19,47.22,0.07,2.09,11583
"Syndra",0.87,50.91,0.08,6.39,13743
"Zoe",0.71,45.59,0.02,2.7,4339
