"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"Quinn",76.92,50.42,1.86,2.1,305127
"Tahm Kench",29.03,48.75,0.47,0.33,77941
"Illaoi",95.95,50.16,4.37,8.62,718556
"Lulu",2.09,49.63,0.12,1.3,19781
"Kassadin",4.73,48.22,0.23,8.97,38327
"Fiora",96.47,49.51,5.75,6.83,945576
"Zed",2.23,48.66,0.26,30.19,43395
"Yasuo",15.6,48.26,3.26,49.75,535763
"Hecarim",5.28,49.59,0.15,0.83,25142
"Sona",12.58,51.62,0.52,0.97,85478
"Nasus",92.44,51.44,6.84,4.72,1124193
"Skarner",22.32,49.76,0.15,0.08,24984
"Nocturne",6.31,52.67,0.43,4.84,70459
"Olaf",15.16,47.92,1.04,7.9,171010
"Taric",2.18,48.64,0.07,0.93,10781
"Malphite",49.42,51.44,4.93,2.81,810235
"Urgot",93.42,51.22,2.71,1.48,445534
"Poppy",64.59,49.36,1.91,0.32,313246
"Vayne",16.81,48.66,2.72,11.54,446702
"Vladimir",41.08,47.92,3.86,9.63,633871
"Qiyana",2.02,43.38,0.09,3.08,14114
"Tryndamere",84.61,49.29,5.16,5.02,848506
"Camille",74.14,48.14,2.15,0.49,353789
"Malzahar",6.73,50.55,0.3,5.37,48860
"Gragas",2.41,46.78,0.08,0.32,13831
"Jayce",61.19,47.56,1.03,0.24,168567
"Dr. Mundo",56.81,51.26,2.56,1.91,420871
"Graves",4.71,47.48,0.15,0.34,24601
"Jax",49.01,49.14,5.74,9.46,943805
"Riven",86.13,47.41,3.31,0.93,543843
"Anivia",3.25,49.79,0.07,0.44,10799
"Nautilus",2.26,48.1,0.32,31.46,51834
"Aurelion Sol",2.48,48.54,0.02,0.15,2804
"Swain",8.13,50.44,0.43,1.99,71418
"Annie",3.38,49.06,0.09,0.63,14213
"Veigar",3.15,49.84,0.24,2.91,38801
"Soraka",6.73,49.12,0.48,4.65,79532
"Lucian",9.43,46.4,1.69,4.28,278247
"Viktor",7.92,49.75,0.22,0.28,35656
"Aatrox",85.61,46.38,6.13,4.32,1007305
"Renekton",87.53,47.8,6.89,5.66,1132321
"Heimerdinger",32.96,49.33,0.84,1,137471
"Wukong",19.57,49.06,0.42,0.25,68468
"Kog'Maw",2.34,46.64,0.03,0.09,4678
"Karma",9.18,48.58,0.39,0.3,63731
"Neeko",8.04,49.24,0.22,0.51,36014
"Kennen",78.3,48.31,1.48,0.49,243875
"Gangplank",86.46,47.29,2.26,0.69,372041
"Cho'Gath",58.28,48.77,2.12,0.96,347834
"Sylas",19.47,47.55,2.12,7.15,349314
"Pantheon",27.62,46.23,1.7,2.46,278820
"Rumble",37.12,48.09,1.43,1.03,234308
"Shyvana",3.68,48.66,0.16,1.23,26170
"Twisted Fate",2.13,46.15,0.07,0.29,11106
"Nidalee",2.86,43.05,0.09,0.68,14961
"Rammus",3.67,49.39,0.16,5.08,26882
"Warwick",4.1,48.63,0.33,3.8,54154
"Akali",29.52,43.53,1.45,7.36,238541
"Gnar",91.62,48.36,2.78,0.7,456418
"Irelia",50.16,44.37,3.98,3.62,654697
"Master Yi",3.3,46.21,0.47,33.22,77583
"Azir",2.72,44.86,0.04,0.23,7258
"Corki",4.43,46.41,0.03,0.21,5676
"Trundle",21.16,49.14,0.87,0.66,143672
"Galio",6.02,46.38,0.18,0.51,30400
"Lissandra",8.37,47.44,0.14,0.35,22649
"Ryze",32.64,45.39,1.79,1.22,294987
"Tristana",2.6,45.77,0.2,1.27,32432
"Kalista",5.79,44.88,0.13,0.23,20756
"Xin Zhao",3.57,43.36,0.13,0.57,21619
"Udyr",8.53,43.97,0.18,0.55,28878
