"champName","laneRate","winRate","pickRate","banRate","gamesPlayed"
"LeBlanc",1.05,46.24,0.08,12.94,12545
"Fiddlesticks",1.06,44.71,0.03,0.64,4831
"Alistar",0.9,39.82,0.03,0.5,4699
"Sivir",0.39,36.94,0.01,0.33,1754
"Nunu",1.36,34.32,0.04,0.43,6757
"Miss Fortune",0.18,40.49,0.05,12.1,7688
"Ashe",0.73,43.78,0.09,1.75,15434
"Morgana",0.74,49.07,0.1,32.63,15764
"Evelynn",0.12,33.98,0,3.47,618
"Amumu",1.52,51.44,0.13,1.55,20795
"Caitlyn",0.68,43.03,0.15,15.51,25404
"Blitzcrank",0.19,35.61,0.03,32.78,4134
"Katarina",1.33,48.35,0.12,8.32,19864
"Jarvan IV",1.52,46.25,0.12,1.48,20078
"Elise",0.2,42.49,0.01,12.18,2417
"Orianna",0.99,48.36,0.04,0.64,6652
"Brand",1.35,47.97,0.09,6.61,15317
"Lee Sin",0.45,41.58,0.09,25.98,15193
"Ezreal",0.77,41.59,0.19,3.72,31274
"Leona",0.34,42.16,0.05,31.49,7405
"Talon",1.91,47.34,0.14,6.18,23338
"Lux",0.44,46.3,0.07,4.05,11934
"Xerath",0.55,47.25,0.03,1.3,4679
"Ahri",1.06,50.17,0.08,3.64,13837
"Fizz",1.74,48.75,0.15,21.43,24929
"Varus",0.68,42.3,0.04,0.39,6322
"Sejuani",1.73,47.21,0.07,0.69,11682
"Ziggs",1.97,48.05,0.06,0.23,9608
"Draven",1.64,46.49,0.06,6.6,10644
"Kha'Zix",0.5,47.35,0.03,2.67,4653
"Syndra",1,48.96,0.05,1.71,7819
"Kayn",1.17,45.52,0.08,2.94,13181
"Zoe",0.84,46.17,0.04,2.58,6141
"Zyra",0.74,47.8,0.03,1.71,5178
"Kai'Sa",0.4,39.65,0.05,1.86,7538
"Vel'Koz",1.61,51.38,0.08,0.94,13469
"Taliyah",0.69,44.11,0.01,0.1,1639
"Braum",0.4,38.63,0.02,0.92,2749
"Jhin",0.74,46.59,0.1,3.19,16726
"Kindred",0.91,41.65,0.02,0.35,3227
"Jinx",0.2,41.62,0.03,1.8,4493
"Senna",1.42,49.67,0.24,19.1,40208
"Ekko",1.9,47.71,0.29,21.86,48307
"Vi",1.43,43.97,0.07,0.84,12129
"Nami",0.15,41.49,0.01,0.69,2020
"Yuumi",0.37,27.69,0.03,4.46,4723
"Thresh",0.21,34.41,0.03,7.14,5713
"Rek'Sai",0.59,43.65,0.02,1.85,3022
"Ivern",1.81,37.01,0.01,0.18,1870
"Bard",0.97,44.6,0.04,0.71,6787
"Rakan",0.19,41.51,0.01,0.42,1284
"Xayah",0.16,37.78,0.01,0.79,1379
"Aphelios",0.6,40.05,0.05,38.5,8163
"Pyke",1.13,46.86,0.14,19.14,22706
"Sett",72.64,51.85,11.91,49.42,1958495
"Ornn",86.51,52.51,12.29,20.9,2021037
"Darius",90.93,50.65,12.04,43.53,1979041
"Janna",6.07,57.72,0.26,0.3,42787
"Rengar",29.22,51.05,1.24,2.07,203140
"Cassiopeia",8.47,51.67,0.41,4.2,67802
"Kled",86.1,51.31,2.3,1.72,377865
"Shen",79.35,51.88,4.46,0.54,732746
"Maokai",63.85,52.47,2.5,0.33,410532
"Garen",81.67,53.51,13.96,11.47,2295078
"Zilean",2.05,53.52,0.07,0.55,10760
"Mordekaiser",81.09,50.14,10.87,21.54,1787974
"Diana",2.51,50.58,0.29,21.43,48060
"Sion",78.82,51.91,1.5,0.12,246680
"Singed",91.53,51.91,2.33,0.52,383561
"Karthus",2.93,47.56,0.09,1.16,14916
"Zac",9.54,50.76,0.88,5.63,144298
"Teemo",82.95,51.28,6.16,9.27,1012435
"Kayle",85.41,51.34,3.06,0.71,503242
"Shaco",4.89,50.19,0.37,11.31,61597
"Twitch",2.07,50.73,0.07,0.53,11338
"Volibear",37.71,52.13,1.61,0.72,264022
"Yorick",97.36,52.69,2.73,1.25,449145
