"MiddleRisk6.champName","MiddleRisk6.winRate.x","MiddleRisk6.gamesPlayed.x","MiddleRisk6.gamesWon.x","MiddleRisk6.winRate.y","MiddleRisk6.gamesPlayed.y","MiddleRisk6.gamesWon.y","MiddleRisk6.HOlessequal","MiddleRisk6.HOgreaterequal","MiddleRisk6.HOequal","MiddleRisk6.riskDifference","MiddleRisk6.riskLower","MiddleRisk6.riskUpper"
"Aatrox",0.4991,110033,54917,0.5037,110888,55854,0.0153,0.9847,0.0305,-0.0046,-0.0067,-0.0025
"Azir",0.4591,315968,145061,0.4545,404833,183997,0.9999,1e-04,1e-04,0.0046,0.0034,0.0058
"Lissandra",0.4955,324248,160665,0.491,338751,166327,0.9999,1e-04,2e-04,0.0045,0.0033,0.0057
"Lucian",0.4641,352720,163697,0.4682,375618,175864,2e-04,0.9998,5e-04,-0.0041,-0.0053,-0.0029
"Pantheon",0.4874,662623,322962,0.49,641092,314135,0.0015,0.9985,0.003,-0.0026,-0.0035,-0.0017
"Sylas",0.4838,1524966,737779,0.4853,1584298,768860,0.0041,0.9959,0.0082,-0.0015,-0.0021,-9e-04
"Yasuo",0.4996,2748518,1373160,0.502,2715251,1363056,0,1,0,-0.0024,-0.0028,-0.002
"Zed",0.4966,1988508,987493,0.499,2082412,1039124,0,1,0,-0.0024,-0.0029,-0.0019
