"SupportBalanced10.champName","SupportBalanced10.winRate.x","SupportBalanced10.gamesPlayed.x","SupportBalanced10.gamesWon.x","SupportBalanced10.winRate.y","SupportBalanced10.gamesPlayed.y","SupportBalanced10.gamesWon.y"
"Annie",0.4848,85671,41533,0.4769,62570,29840
"Fiddlesticks",0.4836,99643,48187,0.4936,98926,48830
"Janna",0.5232,841246,440140,0.5199,629767,327416
"Lux",0.4885,1786870,872886,0.5031,1622347,816203
"Maokai",0.522,302393,157849,0.5219,223722,116761
"Soraka",0.5163,1317661,680308,0.5146,1055717,543272
"Taric",0.5204,430720,224147,0.521,358262,186655
