"MiddleBalanced12.champName","MiddleBalanced12.winRate.x","MiddleBalanced12.gamesPlayed.x","MiddleBalanced12.gamesWon.x","MiddleBalanced12.winRate.y","MiddleBalanced12.gamesPlayed.y","MiddleBalanced12.gamesWon.y"
"Akali",0.4572,997034,455844,0.4587,961120,440866
"Brand",0.5001,165676,82855,0.4999,145027,72499
"Cassiopeia",0.5112,617488,315660,0.5051,621159,313747
"Lucian",0.4667,273845,127803,0.4745,296111,140505
"Nocturne",0.5326,194563,103624,0.533,239042,127409
"Ryze",0.4623,396983,183525,0.4713,450026,212097
"Syndra",0.4926,1069157,526667,0.479,896416,429383
"Viktor",0.5036,428767,215927,0.5085,367370,186808
"Yasuo",0.5057,2116376,1070251,0.5021,2082633,1045690
