"MiddleBalanced7.champName","MiddleBalanced7.winRate.x","MiddleBalanced7.gamesPlayed.x","MiddleBalanced7.gamesWon.x","MiddleBalanced7.winRate.y","MiddleBalanced7.gamesPlayed.y","MiddleBalanced7.gamesWon.y"
"Akali",0.4406,904651,398589,0.4401,972314,427915
"Corki",0.4774,193731,92487,0.48,376889,180907
"Galio",0.523,815510,426512,0.5193,886139,460172
"Nocturne",0.5278,267369,141117,0.5248,208507,109424
"Orianna",0.4821,715481,344933,0.5059,943240,477185
"Riven",0.4913,62842,30874,0.4883,59703,29153
"Ryze",0.4595,548888,252214,0.4633,624196,289190
"Talon",0.4898,956157,468326,0.4945,981299,485252
